id	author	title	date
10.2307/1343305	Michael Fried	Painting Memories: On the Containment of the past in Baudelaire and Manet	1984
10.2307/2873008		Front Matter	1981
10.2307/1343000	Victor E. Vogt	Narrative and Drama in the Lyric: Robert Frost's Strategic Withdrawal	1979
10.2307/2873040	Peter T. Murphy	Fool's Gold: The Highland Treasures of MacPherson's Ossian	1986
10.2307/2871519	Stefán Einarsson	Shakespeare in Iceland: An Historical Survey	1940
10.2307/30029995	Juliet Shields	From Family Roots to the Routes of Empire: National Tales and the Domestication of the Scottish Highlands	2005
10.2307/30030054	K. K. Ruthven	Preposterous Chatterton	2004
10.2307/1344111	Susan Gubar	What Ails Feminist Criticism?	1998
10.2307/2872187	Russell A. Peck	The Careful Hunter in the Parlement of the Thre Ages	1972
10.2307/2871602	Walter Graham	The Romantic Movement: A Selective and Critical Bibliography for the Year 1938	1939
10.2307/2871707	Bernard Heringman	Wallace Stevens: The Use of Poetry	1949
10.2307/1343294	Michael Riffaterre	Intertextual Representation: On Mimesis as Interpretive Discourse	1984
10.2307/2871756	Hazelton Spencer	Tate and the White Devil	1934
10.2307/2871948	Karl Kiralis	The Theme and Structure of William Blake's Jerusalem	1956
10.2307/2872280	Richard Neuse	Book VI as Conclusion to The Faerie Queene	1968
10.2307/2872288	Daniel Knapp	The Relyk of a Seint: A Gloss on Chaucer's Pilgrimage	1972
10.2307/2873052	Kathryn Sutherland	Fictional Economies: Adam Smith_ Walter Scott and the Nineteenth-Century Novel	1987
10.2307/2871765	Francis Edwards Litz	The Sources of Charles Gildon's Complete Art of Poetry	1942
10.2307/2872027	William B. Coley	The Background of Fielding's Laughter	1959
10.2307/2872844	Luther Tyler	Losing "A Letter": The Contexts of Coleridge's "Dejection"	1985
10.2307/1343726	Emmanuel Levinas - Seán Hand	Reflections on the Philosophy of Hitlerism	1990
10.2307/30029600	Mike Goode	The Man of Feeling History: The Erotics of Historicism in "Reflections on the Revolution in France"	2007
10.2307/30030257		Front Matter	1995
10.2307/2872879	Felicity A. Nussbaum	"By These Words I was Sustained": Bunyan's Grace Abounding	1982
10.2307/2872399	Joseph Wiesenfarth	Demythologizing Silas Marner	1970
10.1086/529058	Diarmuid Costello	On the Very Idea of a ‘Specific’ Medium: Michael Fried and Stanley Cavell on Painting and Photography as Arts	2008
10.2307/1343168	Catharine R. Stimpson	Zero Degree Deviancy: The Lesbian Novel in English	1981
10.2307/41337586	NICOLA WILSON	VIRGINIA WOOLF_ HUGH WALPOLE_ THE HOGARTH PRESS_ AND THE BOOK SOCIETY	2012
10.2307/2873347	Lance Bertelsen	Journalism_ Carnival_ and Jubilate Agno	1992
10.2307/1343293	Strother B. Purdy	Technopoetics: Seeing What Literature Has to Do with the Machine	1984
10.1086/660997		Books of Critical Interest	2011
10.2307/30029596		Front Matter	2007
10.2307/1343746	Ian Hacking	Two Souls in One Body	1991
10.2307/1342984	Don R. Swanson	Toward a Psychology of Metaphor	1978
10.2307/2871971	Edward N. Hooker	Dryden and the Atoms of Epicurus	1957
10.2307/30032042	Dohra Ahmad	"More than Romance": Genre and Geography in "Dark Princess"	2002
10.2307/41337560	DAVID SWEENEY COOMBS	READING IN THE DARK: SENSORY PERCEPTION AND AGENCY IN "THE RETURN OF THE NATIVE"	2011
10.2307/1342937	Susan Fox	The Female as Metaphor in William Blake's Poetry	1977
10.1086/667427	Dominic McIver Lopes	Afterword: Photography and the “Picturesque Agent”	2012
10.2307/23256755	KYOKO TAKANASHI	CIRCULATION_ MONUMENTS_ AND THE POLITICS OF TRANSMISSION IN SIR WALTER SCOTT'S "TALES OF MY LANDLORD"	2012
10.2307/40963187	CYNTHIA SCHEINBERG	"THE BELOVED IDEAS MADE FLESH": "DANIEL DERONDA" AND JEWISH POETICS	2010
10.2307/2872000		Volume Information	1955
10.2307/2873409	Zachary Leader	Wordsworth_ Revision_ and Personal Identity	1993
10.2307/2871637	Arthur O. Lovejoy	Correction: [Milton and the Paradox of the Fortunate Fall]	1937
10.2307/2872155		Bibliography of Books and Articles by Don Cameron Allen	1969
10.2307/2872175	Howard Helsinger	Joyce and Dante	1968
10.2307/2872935	Aubrey L. Williams	A Hell for "Ears Polite": Pope's Epistle to Burlington	1984
10.2307/30029977	William B. Warner	Communicating Liberty: The Newspapers of the British Empire as a Matrix for the American Revolution	2005
10.1086/421149	Robert von Hallberg	Covering the Arts	2004
10.2307/30029883	John Freeman	Raphael's "Backward Reform": "Agent Provocateur or Agent Proclamateur?"	2003
10.1086/599588	David E. Wellbery	The General Enters the Library: A Note on Disciplines and Complexity	2009
10.2307/2872605	James H. Lehmann	The Vicar of Wakefield: Goldsmith's Sublime_ Oriental Job	1979
10.2307/1343960	Miriam Hansen	"With Skin and Hair": Kracauer's Theory of Film_ Marseille 1940	1993
10.2307/1343628	Michael Ragussis	Representation_ Conversion_ and Literary Form: "Harrington" and the Novel of Jewish Identity	1989
10.1086/599598	Sandra M. Gilbert - Susan Gubar	II. <br></br>An Incredible Shrunken History: A Response to Sean Shesgreen	2009
10.2307/1342888	Leo Treitler	"Wozzeck" and the Apocalypse: An Essay in Historical Criticism	1976
10.2307/2872334	Joanne Field Holland	The Cantos of Mutabilitie and the Form of The Faerie Queene	1968
10.2307/2873080	Thomas C. Singer	Riddles_ Silence_ and Wonder: Joyce and Wittgenstein Encountering the Limits of Language	1990
10.2307/1343851	Mark C. Taylor	Denegating God	1994
10.2307/30029900	Christopher Nagle	Sterne_ Shelley_ and Sensibility's Pleasures of Proximity	2003
10.2307/2872473	George T. Wright	Eliot Written in a Country Churchyard: The Elegy and Four Quartets	1976
10.2307/2872548	Hugh Kenner	Pope's Reasonable Rhymes	1974
10.1086/664554	Hannan Hever - Lisa Katz	The Post-Zionist Condition	2012
10.2307/1343091	Max Black	How Metaphors Work: A Reply to Donald Davidson	1979
10.2307/2872198	John Sibly	The Anomalous Case of King John	1966
10.2307/1343561	Tzvetan Todorov - Loulou Mack	"Race_" Writing_ and Culture	1986
10.2307/30030140	Richard Wilson	Voyage to Tunis: New History and the Old World of "The Tempest"	1997
10.1086/670046	Eric S. Jenkins	Another <i>Punctum</i>: Animation_ Affect_ and Ideology	2013
10.2307/30029874	Howard Horwitz	Can We Learn to Argue? "Huckleberry Finn" and Literary Discipline	2003
10.2307/2873060	Nancy E. Wright	The Figura of the Martyr in John Donne's Sermons	1989
10.2307/2873069		Back Matter	1989
10.1086/589488	Garrett Stewart	Dickens and the Narratography of Closure	2008
10.1086/529089	Ingrid Monson	Hearing_ Seeing_ and Perceptual Agency	2008
10.2307/2872789	John D. Bernard	Spenserian Pastoral and the Amoretti	1980
10.2307/30029547	Jennifer L. Sisk	The Uneasy Orthodoxy of "St. Erkenwald"	2007
10.2307/1344264	Jonathan Lamb	Modern Metamorphoses and Disgraceful Tales	2001
10.2307/2872019	Frank L. Huntley	A Justification of Milton's "Paradise of Fools" (P.L. III_ 431-499)	1954
10.2307/1342795		Back Matter	1974
10.2307/2873435	Linda H. Peterson	Sappho and the Making of Tennysonian Lyric	1994
10.2307/30030053	Michael Moon	Comparative Literatures_ American Languages	2004
10.2307/2872236	Ann Y. Wilkinson	Bleak House: From Faraday to Judgment Day	1967
10.2307/1343264	Jean Ricardou - Erica Freiberg	Proust: A Retrospective Reading	1982
10.2307/2871838	John Hagan_ Jr.	The Design of Conrad's The Secret Agent	1955
10.2307/1343160	Mary Jacobus	The Question of Language: Men of Maxims and "The Mill on the Floss"	1981
10.2307/2872505	Dustin Griffin	Johnson's Funeral Writings	1974
10.2307/1343632		Books of Critical Interest	1989
10.2307/2872768	Ann Rosalind Jones	Inside the Outsider: Nashe's Unfortunate Traveller and Bakhtin's Polyphonic Novel	1983
10.2307/27654652	Margaret J. M. Ezell	Performance Texts: Arise Evans_ Grace Carrie_ and the Interplay of Oral and Handwritten Traditions during the Print Revolution	2009
10.2307/2872032	Francis Lee Utley	The Infernos of Lucretius and of Keats's La Belle Dame Sans Merci	1958
10.2307/1343107	Robert P. Morgan	Musical Time/Musical Space	1980
10.2307/2872801	Geoffrey G. Hiller	"Sacred Bards" and "Wise Druides": Drayton and His Archetype of the Poet	1984
10.1086/529062		Books of Critical Interest	2008
10.1086/662747	A. J. Bartlett - Justin Clemens	II<br></br>Neither Nor	2012
10.1086/509743	Fredric Jameson	History and Elegy in Sokurov	2006
10.2307/30031987	Dewey W. Hall	Signs of the Dead: Epitaphs_ Inscriptions_ and the Discourse of the Self	2001
10.1086/656469	Adam Herring	Shimmering Foundation: The Twelve-Angled Stone of Inca Cusco	2010
10.2307/2872618	Eleanor Cook	T. S. Eliot and the Cartharginian Peace	1979
10.2307/30029868	Priscilla Gilman	William Cowper and the "Taste of Critic Appetite"	2003
10.1086/655203	Patricia Ticineto Clough	The Case of Sociology: Governmentality and Methodology	2010
10.2307/2872091	Robert M. Jordan	The Narrator in Chaucer's Troilus	1958
10.1086/595632	Wendy Hui Kyong Chun	The Enduring Ephemeral_ or the Future Is a Memory	2008
10.2307/1343728	Jack Amariglio - Stephen Resnick - Richard Wolff	Division and Difference in the "Discipline" of Economics	1990
10.2307/1343019	Kenneth Burke	Methodological Repression and/or Strategies of Containment	1978
10.2307/1343145	Marshall Brown	Mozart and after: The Revolution in Musical Consciousness	1981
10.2307/2872333	Jeffrey Helterman	Beowulf: The Archetype Enters History	1968
10.2307/2872374	Beongcheon Yu	Ishmael's Equal Eye: The Source of Balance in Moby-Dick	1965
10.1086/660986	Susan Gubar	In the Chemo Colony	2011
10.2307/40963182	INGRID HORROCKS	"CIRCLING EYE" AND "HOUSELESS STRANGER": THE NEW EIGHTEENTH-CENTURY WANDERER (THOMSON TO GOLDSMITH)	2010
10.2307/1343018	Robert L. Carringer	The Scripts of "Citizen Kane"	1978
10.1086/596642	Ambrosio Fornet	Cuba: Nation_ Diaspora_ Literature	2009
10.2307/2872159	Geoffrey H. Hartman	Marvell_ St. Paul_ and the Body of Hope	1964
10.2307/2872691	W. David Shaw	Victorian Poetry and Repression: The Use and Abuse of Masks	1979
10.2307/2871871	Robert C. Elliott	Gulliver as Literary Artist	1952
10.1086/668763		Notice to Contributors	2012
10.2307/2872188	Joan Heiges Blythe	Spenser and the Seven Deadly Sins: Book I_ Cantos IV and V	1972
10.2307/2872023	Carl Robinson Sonn	Spenser's Imagery	1959
10.2307/1343071	Peter Szondi - Harvey Mendelsohn	Hope in the Past: On Walter Benjamin	1978
10.2307/1343302	Robert P. Morgan	Secret Languages: The Roots of Musical Modernism	1984
10.2307/2873396	Lucinda Cole	(Anti)Feminist Sympathies: The Politics of Relationship in Smith_ Wollstonecraft_ and more	1991
10.2307/1343490	Dominick LaCapra	History and Psychoanalysis	1987
10.1086/509747	Ian Hunter	The History of Theory	2006
10.2307/2873327	Jonathan Loesberg	Bourdieu and the Sociology of Aesthetics	1993
10.2307/2872079	Jonathan Bishop	Wordsworth and the "Spots of Time"	1959
10.2307/30031926	Gordon Bigelow	Market Indicators: Banking and Domesticity in Dickens's "Bleak House"	2000
10.2307/2873307	William Kolbrener	"Plainly Partial": The Liberal Areopagitica	1993
10.2307/2872319	Franklin R. Baruch	Time_ Body_ and Spirit at the Close of Samson Agonistes	1969
10.2307/1343383	Steven Mailloux	Truth or Consequences: On Being against Theory	1983
10.2307/2873207	A. R. Braunmuller	King John and Historiography	1988
10.2307/40664630	JEFF STRABONE	SAMUEL JOHNSON: STANDARDIZER OF ENGLISH_ PRESERVER OF GAELIC	2010
10.2307/1343583	W. J. T. Mitchell	Editor's Introduction: Essays toward a New Art History	1989
10.2307/1343166	Annette Kolodny	Turning the Lens on "The Panther Captivity": A Feminist Exercise in Practical Criticism	1981
10.2307/2871633	J. Harold Wilson	Rochester's Valentinian and Heroic Sentiment	1937
10.2307/1343660	Robert Markley	What Isn't History: The Snares of Demystifying Ideological Criticism	1989
10.2307/1343237		Back Matter	1980
10.2307/1343956		Back Matter	1993
10.2307/1344116		Books and Discs of Critical Interest	1998
10.2307/1343330	Joyce Carol Oates	The Magnanimity of "Wuthering Heights"	1982
10.1086/592544	Sianne Ngai	Merely Interesting	2008
10.2307/23356193	MICHAEL FRIED	"A BLANKNESS TO RUN AT AND DASH YOUR HEAD AGAINST": ON CONRAD'S "THE SECRET AGENT"	2012
10.2307/30030153	Lawrence Lipking	The Jacobite Plot	1997
10.2307/2873086	Achsah Guibbory	"Oh_ Let Mee Not Serve So": The Politics of Love in Donne's Elegies	1990
10.2307/1344194	John Frow - Meaghan Morris	Two Laws: Response to Elizabeth Povinelli	1999
10.2307/2872387	Sigurd Burckhardt	King John: The Ordering of this Present Time	1966
10.1086/343235	James D. Herbert	The Debts of Divine Music in Wagner’s <i>Ring des Nibelungen</i>	2002
10.2307/2872022	Donald Peet	The Rhetoric of Tamburlaine	1959
10.2307/27742958	Susan J. Wolfson	Byron's Ghosting Authority	2009
10.2307/2871975	Henry M. Weidner	The Dramatic uses of Homeric Idealism: The Significance of Theme and Design in George Chapman's The Gentleman Usher	1961
10.2307/2871530	Lewis F. Ball	The Background of the Minor English Renaissance Epics	1934
10.1086/661652		Books of Critical Interest	2011
10.2307/30032009	Erick Kelemen	Drama in Sermons: Quotation_ Performativity_ and Conversion in a Middle English Sermon on the Prodigal Son and in "A Tretise of Miraclis Pleyinge"	2002
10.2307/2872407	J. L. Simmons	The Comic Pattern and Vision in Antony and Cleopatra	1969
10.2307/2873236	W. J. T. Mitchell	Influence_ Autobiography_ and Literary History: Rousseau's Confessions and Wordsworth's the Prelude	1990
10.1086/430971	Noam Chomsky	Homi Bhabha Talks with Noam Chomsky	2005
10.2307/30032091	George A. Drake	Historical Space in the "History of": Between Public and Private in Tom Jones	1999
10.2307/1343171		Back Matter	1981
10.1086/599583	François Hartog	The Double Fate of the Classics	2009
10.2307/1343492	Nicholas Rand - Maria Torok	The Secret of Psychoanalysis: History Reads Theory	1987
10.2307/30029928	Christine Ferguson	Nonstandard Language and the Cultural Stakes of Stoker's "Dracula"	2004
10.2307/2871900	Thomas E. Connolly	Swinburne's Theory of the End of Art	1952
10.2307/1344135	Aamir R. Mufti	Auerbach in Istanbul: Edward Said_ Secular Criticism_ and the Question of Minority Culture	1998
10.2307/1344167		Back Matter	1997
10.2307/1344056	Loren Glass	Giving Thought to the Audience: A Response to Paul Bové	1997
10.2307/1343869		Editorial Note	1994
10.2307/1343724	Arnold I. Davidson	Introduction to Musil and Levinas	1990
10.2307/2872320	R. F. Storch	Wordsworth's The Borderers: The Poet as Anthropologist	1969
10.2307/2871879	Brendan O Hehir	Meaning of Swift's "Description of a City Shower"	1960
10.2307/1343197	Michel Foucault	The Subject and Power	1982
10.1086/430980	Jacqueline Rose	The Question of Zionism: Continuing the Dialogue	2005
10.2307/2873358	Louise D. Cary	Hamlet Recycled_ or the Tragical History of the Prince's Prints	1994
10.2307/2872210	William Axton	Dombey and Son: From Stereotype to Archetype	1964
10.2307/2872271	Margaret Ann O'Brien	Christian Belief in Doctor Faustus	1970
10.2307/2871728	Ernest H. Wilkins	Cantus Troili	1949
10.2307/1344254	Robert Kaufman	Negatively Capable Dialectics: Keats_ Vendler_ Adorno_ and the Theory of the Avant-Garde	2001
10.2307/2872659	Peter Brooks	Virtue and Terror: The Monk	1973
10.2307/2871928		Front Matter	1954
10.2307/1343259	Paul Alpers	What Is Pastoral?	1982
10.2307/1343513	Rob Nixon	Caribbean and African Appropriations of "The Tempest"	1987
10.2307/1342866	Jerome J. McGann	Formalism_ Savagery_ and Care; Or_ the Function of Criticism Once Again	1976
10.1086/421147	Catharine R. Stimpson	Texts in the Wind	2004
10.2307/2872488		Back Matter	1979
10.2307/23356188	ANDREA CHARISE	"THE TYRANNY OF AGE": GODWIN'S "ST. LEON" AND THE NINETEENTH-CENTURY LONGEVITY NARRATIVE	2012
10.2307/30030248	Stuart Peterfreund	The Din of the City in Blake's Prophetic Books	1997
10.2307/30029562	Mark Goble	Wired Love: Pleasure at a Distance in Henry James and Others	2007
10.2307/2872039	Joseph A. Hynes	Image and Symbol in Great Expectations	1963
10.2307/30030041	Martin Wallen	Lord Egremont's Dogs: The Cynosure of Turner's Petworth Landscapes	2006
10.2307/2871620	Howard Emerson Rogers	Irish Myth and the Plot of Ulysses	1948
10.2307/30030119	Robert Burns Neveldine	Wordsworth's "Nutting" and the Violent End of Reading	1996
10.2307/1343443		Back Matter	1986
10.2307/30030267	Randall Craig	Rhetoric and Courtship in Can You Forgive Her?	1995
10.2307/2872558	Frances C. Ferguson	The Lucy Poems: Wordsworth's Quest for a Poetic Object	1973
10.2307/2872008	Bertrand H. Bronson	The Pre-Romantic or Post-Augustan Mode	1953
10.1086/421162	Mark Seltzer	The Crime System	2004
10.2307/2873141	Kenneth Asher	T. S. Eliot and Ideology	1988
10.2307/2873373	Robert P. Fletcher	The Dandy and the Fogy: Thackeray and the Aesthetics/Ethics of the Literary Pragmatist	1991
10.2307/2871896	James Hall	Forster's Family Reunions	1958
10.2307/1343597	Emmanuel Levinas - Paula Wissing	As If Consenting to Horror	1989
10.2307/2873269	Rosemary Kegl	"The Adoption of Abominable Terms": The Insults that Shape Windsor's Middle Class	1994
10.2307/2873192		Back Matter	1988
10.2307/30029922	James Holstun	The Spider_ the Fly_ and the Commonwealth: Merrie John Heywood and Agrarian Class Struggle	2004
10.1086/659353	Ruth Leys	The Turn to Affect: A Critique	2011
10.2307/2871876	B. H. Fussell	Structural Methods in Four Quartets	1955
10.2307/2872642		Front Matter	1978
10.2307/30030139		Front Matter	1997
10.1086/380807	Benjamin Robinson	<i>The Specialist</i> on the Eichmann Precedent: Morality_ Law_ and Military Sovereignty	2003
10.2307/2872272	Joan Hartwig	The Tragicomic Perspective of The Winter's Tale	1970
10.2307/1342967	Tzvetan Todorov - Patricia Martin Gibby	The Verbal Age	1977
10.2307/1344132	Dominick LaCapra	The University in Ruins?	1998
10.1086/343234	Kristin Ross	Establishing Consensus: May ’68 in France as Seen from the 1980s	2002
10.2307/2873458	William A. Ulmer	Hellas and the Historical Uncanny	1991
